Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),49.81,1970.72,No
Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.79,4154.41,Yes
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),50.29,1709.98,No
Male,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.91,1800.08,No
Male,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.47,1580.65,No
Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),87.44,4936.81,Yes
Male,1,Yes,No,5,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,75.83,361.38,Yes
Male,0,Yes,No,60,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.24,3464,No
Female,1,No,No,70,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.53,4610.05,No
Female,0,Yes,No,2,No,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),90.71,,Yes
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.22,7064.8,Yes
Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.76,2175.01,No
Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),62.53,246.19,Yes
Female,0,No,No,56,No,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),102.35,5697.63,Yes
Female,1,No,Yes,59,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,80.69,4742.06,No
Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,22.91,198.77,Yes
Male,1,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,38.2,110.95,No
Male,1,No,No,48,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),39.14,1944.13,No
Female,0,No,Yes,43,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),52.53,2182.61,No
Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),76.1,76.1,Yes
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,No,Mailed check,120,6784.27,Yes
Female,0,No,Yes,53,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.51,3468.16,No
Male,0,No,No,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,84.79,1297.78,Yes
Female,0,No,No,51,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.01,5216.34,Yes
Male,0,No,No,55,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.6,6022.85,Yes
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),99.04,99.04,Yes
Male,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.59,1164.34,No
Male,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.48,1127.93,No
Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,46.14,2626.4,No
Male,0,Yes,No,60,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,70.05,4145.19,No
Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),42.71,2624.89,No
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,18,390.49,No
Male,0,No,Yes,8,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),28.54,226.47,No
Female,0,Yes,Yes,49,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),120,6033.55,Yes
Female,0,No,Yes,42,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,58.42,2525.74,No
Male,0,No,No,27,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),119,3079.37,Yes
Male,0,Yes,No,39,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,57.96,2306.57,No
Male,0,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),88.78,2215.63,Yes
Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,60.7,2222.14,No
Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.22,1528.45,Yes
Male,0,No,No,24,No,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.35,2023.93,Yes
Female,0,Yes,No,60,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,52.93,3131.41,No
Female,0,Yes,Yes,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,29.18,1423.31,No
Male,0,No,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,40.84,2663.66,No
Female,0,No,No,14,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,40.68,574.1,No
Male,0,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.51,3661.16,Yes
Female,1,No,Yes,32,No,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),18,582.07,No
Male,0,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,74.16,3623.18,Yes
Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,102.99,4163.47,Yes
Female,0,Yes,Yes,40,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.76,2064.81,No
Male,0,Yes,No,42,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,45.36,1973.84,Yes
Female,0,Yes,No,8,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,120,926.7,Yes
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.16,2767.51,Yes
Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),77.83,934.18,Yes
Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,42.57,1804.65,No
Female,0,No,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,82.52,4053.51,Yes
Male,0,No,No,63,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,34.74,2142.17,No
Male,0,No,No,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),25.31,1299.15,No
Female,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.57,2088.92,Yes
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.65,452.15,No
Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18,667.35,No
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),82.6,5486.8,No
Male,0,Yes,No,71,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.81,7658.72,Yes
Male,0,No,No,71,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,84.79,5781.18,No
Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),50.04,366.69,Yes
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,18,1331.96,No
Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,69.39,4754.27,No
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,45.29,473.64,No
Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),37.96,2670.22,No
Male,0,No,Yes,53,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,18,974.85,No
Female,0,No,No,57,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,120,6639.05,Yes
Male,1,No,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,32.08,883.23,No
Female,0,No,No,54,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18,924.77,No
Male,0,Yes,No,4,No,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,115.84,446.04,Yes
Female,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),65.93,1505.06,Yes
Female,1,No,No,48,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,61.28,2797.92,No
Male,1,No,Yes,42,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),74.28,3107.89,Yes
Male,0,Yes,Yes,3,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,One year,No,Electronic check,78.07,234.74,Yes
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),71.4,216.8,Yes
Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),19.8,532.25,No
Female,0,No,No,63,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,18,1097.83,Yes
Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),43.13,1352.18,No
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),49.7,504.86,Yes
Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.2,2529.89,No
Female,0,No,Yes,21,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.86,1515.15,Yes
Male,1,No,Yes,53,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),56.61,3085.83,No
Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,44.58,2303.59,No
Male,0,Yes,No,57,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,76.84,4341.85,No
Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),86.41,1698.22,Yes
Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.74,2078.84,Yes
Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),23.96,162.45,No
Female,0,No,Yes,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.41,2004.8,Yes
Female,1,Yes,Yes,48,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,52.38,2614.42,No
Female,0,No,No,13,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.08,1151.21,Yes
Male,0,Yes,No,3,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),35.44,106.65,No
Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,28.83,54.97,No
Female,0,Yes,Yes,16,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,46,771.69,No
Female,0,Yes,No,6,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.59,499.25,Yes
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),54.45,2483.18,No
Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.34,4231.72,No
Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.14,240.04,Yes
Female,0,No,Yes,56,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.47,5370.36,Yes
Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),79.49,5522.48,No
Male,0,Yes,Yes,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.32,625.83,No
Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,92.04,4554.24,Yes
Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.71,1111.64,Yes
Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,97.54,2862.23,Yes
Female,0,No,No,25,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,49.14,1238.07,No
Male,0,No,Yes,60,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Electronic check,36.83,2271.09,No
Female,0,No,No,59,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,62.52,3685.28,No
Male,1,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.89,2021.62,Yes
Female,1,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),100.56,5617.42,Yes
Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.1,1721.34,Yes
Female,0,No,Yes,34,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),69.47,2466.61,Yes
Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,One year,No,Credit card (automatic),61.17,300.71,Yes
Male,0,Yes,No,60,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.46,3875.1,No
Male,0,Yes,Yes,43,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),53.17,2191.1,No
Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.37,4934.94,Yes
Female,0,No,No,57,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.43,1227.92,No
Female,1,Yes,No,54,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),65.26,3362.06,No
Female,0,No,No,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,96.32,4443.72,Yes
Female,0,Yes,No,37,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,30.93,1182.09,No
Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),120,5994.5,Yes
Male,0,No,No,54,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.68,1772.79,No
Female,0,No,Yes,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.86,2381.93,No
Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.78,596.3,Yes
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),108.56,3653.65,Yes
Female,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,75.72,4844.51,No
Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.93,3638.13,Yes
Female,1,Yes,No,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,118.64,2693.84,Yes
Male,0,No,No,13,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,23.96,298.61,No
Male,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18,805.51,No
Female,0,No,No,44,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,18,786.32,No
Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,39.46,1260.35,No
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),43.52,1168.03,No
Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),76.42,4015.59,Yes
Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.23,1304.04,Yes
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.26,4779.34,Yes
Male,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.38,3203.49,Yes
Male,0,No,No,8,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.26,278.23,No
Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Electronic check,76.54,2943.13,Yes
Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,No,Electronic check,42.99,928.68,No
Female,0,No,No,16,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Electronic check,83.03,1263.74,Yes
Female,1,No,No,60,No,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,66.28,3865.53,No
Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),91.55,5650.94,Yes
Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,120,1168.15,Yes
Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.01,1537.96,Yes
Female,0,Yes,No,31,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.9,1033.31,No
Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,18,382.63,No
Female,0,No,Yes,33,No,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),38.1,1201.98,No
Female,0,No,No,31,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,97.01,2875.66,Yes
Female,1,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.53,1688.86,Yes
Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),71.91,2599.15,Yes
Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.44,4754.14,No
Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.58,336.77,Yes
Male,0,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.29,1297.08,No
Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.59,381.08,Yes
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,76.68,686,Yes
Female,0,No,No,30,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),21.78,637.08,No
Male,0,No,No,45,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.06,3253.97,Yes
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,25.93,102.71,No
Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.31,5775.44,No
Female,0,Yes,Yes,23,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.6,1506.6,Yes
Female,0,Yes,No,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,34.72,582.79,No
Female,0,No,No,22,No,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.41,1653.26,Yes
Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.27,6368.8,No
Female,0,No,No,48,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,47.8,2190.02,No
Female,0,No,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.47,5531.64,Yes
Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,56.64,3392.81,No
Female,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,91.23,463.75,Yes
Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),62.12,436.7,Yes
Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,100.19,5057.66,Yes
Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),37.59,2501.44,No
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,38.46,329.7,No
Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,41.36,1868.84,No
Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.8,3108.74,No
Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.43,4022.9,No
Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.6,1817.82,Yes
Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),30.08,290.05,No
Male,0,Yes,No,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.48,2178,No
Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),103.12,3749.42,Yes
Female,0,Yes,Yes,54,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.15,4077.11,No
Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,83.71,5649.79,No
Female,0,No,No,16,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.34,944.02,Yes
Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),73.85,4063.13,No
Female,0,Yes,No,40,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,50.75,1963.97,No
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18,374.98,No
Female,0,No,No,69,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,96.06,6902.61,Yes
Female,1,No,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.47,3162.05,No
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),43.04,265.94,No
Female,0,Yes,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.04,4463.05,No
Female,0,No,No,49,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.02,2515.99,No
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,109.95,4210.8,Yes
Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.15,164.5,Yes
Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,30.56,1221.22,No
Male,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,26.5,528.75,No
Male,0,No,No,40,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.52,2923.88,Yes
Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,69.03,3863.56,No
